Company_ID,Company_Name,Company_Industry,Company_Size,Company_Ownership,Company_Funding,Country,Interest_Area
CMP_F_0180,FutureIndustries,Manufacturing,Medium Enterprise,Private Sector,Seed,Indonesia,AI
CMP_I_0181,InnovativeIndustries,Finance,Start-up,Public Sector,Bootstrapped,S. Korea,T&M
CMP_D_0182,DynamicTech,Finance,Small business,Public Sector,IPO,Canada,Marketing
CMP_F_0183,FutureSystems,Automotive,Large Enterprise,Joint Venture,Series B,Germany,Operations
CMP_S_0184,StrategicSolutions,Automotive,Small business,Franchise,IPO,UK,Engineering
CMP_D_0186,DynamicConsulting,Manufacturing,Large Enterprise,Joint Venture,Series A,Indonesia,T&M
CMP_D_0187,DynamicSolutions,Agriculture,Start-up,Private Sector,Series A,Chile,Logistics
CMP_S_0188,StrategicSystems,Energy,Small business,Public Sector,Seed,Saudi Arabia,Data
CMP_G_0190,GlobalAnalytics,Finance,Large Enterprise,Private Sector,Seed,Canada,Cloud
CMP_G_0191,GlobalSystems,Manufacturing,Small business,Public Sector,Series B,China,T&M
CMP_F_0192,FutureTech,Energy,Large Enterprise,Public Sector,IPO,UAE,Data
CMP_A_0193,AdvancedAnalytics,Automotive,Start-up,Public Sector,Series B,Netherlands,Consulting
CMP_F_0194,FutureAnalytics,Consulting,Start-up,Franchise,Bootstrapped,Netherlands,Operations
CMP_L_0195,LeadingSolutions,Real Estate,Start-up,Joint Venture,Bootstrapped,Saudi Arabia,Consulting
CMP_D_0196,DynamicVentures,Manufacturing,Small business,Franchise,Seed,Indonesia,Staffing
CMP_L_0198,LeadingTech,Pharmaceuticals,Start-up,Private Sector,Series B,Sweden,Consulting
CMP_F_0199,FuturePartners,Banking,Large Enterprise,Private Sector,Bootstrapped,Switzerland,Operations
CMP_I_0200,InnovativeVentures,Pharmaceuticals,Start-up,Joint Venture,IPO,Germany,Engineering
CMP_G_0201,GlobalPartners,Retail,Medium Enterprise,Franchise,Seed,Canada,Cloud
CMP_F_0202,FuturePartners,Finance,Medium Enterprise,Private Sector,Seed,S. Africa,Service
CMP_F_0204,FuturePartners,Agriculture,Large Enterprise,Franchise,Seed,Colombia,Operations
CMP_I_0205,InnovativeAnalytics,Healthcare,Small business,Franchise,Series B,USA,Cloud
CMP_C_0207,CreativePartners,Technology,Small business,Joint Venture,IPO,USA,Cloud
CMP_F_0208,FutureAnalytics,Energy,Start-up,Joint Venture,Series B,Saudi Arabia,Consulting
CMP_S_0209,StrategicPartners,Manufacturing,Small business,Private Sector,Series A,Peru,Logistics
CMP_A_0211,AdvancedSystems,Banking,Small business,Franchise,Seed,Bahrain,Data
CMP_I_0212,InnovativeSystems,Banking,Small business,Public Sector,Seed,Netherlands,Consulting
CMP_G_0213,GlobalVentures,Agriculture,Start-up,Franchise,Series B,Argentina,Logistics
CMP_D_0214,DynamicIndustries,Telecommunications,Large Enterprise,Franchise,Series A,S. Africa,Staffing
CMP_D_0215,DynamicConsulting,Agriculture,Large Enterprise,Private Sector,IPO,Argentina,Logistics
CMP_S_0216,StrategicVentures,Manufacturing,Start-up,Joint Venture,Bootstrapped,S. Korea,Staffing
CMP_F_0217,FutureSystems,Banking,Large Enterprise,Private Sector,Series B,UAE,Data
CMP_L_0218,LeadingAnalytics,Manufacturing,Large Enterprise,Private Sector,Bootstrapped,Brazil,Operations
CMP_D_0219,DynamicSystems,Telecommunications,Large Enterprise,Franchise,Series A,S. Africa,Staffing
CMP_I_0220,InnovativeAnalytics,Finance,Large Enterprise,Public Sector,IPO,S. Africa,Service
CMP_F_0221,FutureSolutions,Technology,Small business,Franchise,IPO,Canada,Marketing
CMP_S_0223,StrategicSolutions,Banking,Start-up,Private Sector,Seed,France,Engineering
CMP_L_0224,LeadingVentures,Technology,Medium Enterprise,Public Sector,IPO,Canada,Cloud
CMP_S_0225,StrategicConsulting,Automotive,Medium Enterprise,Joint Venture,Series A,Sweden,Engineering
CMP_C_0226,CreativeAnalytics,Manufacturing,Large Enterprise,Joint Venture,IPO,Chile,Operations
CMP_S_0227,StrategicPartners,Banking,Start-up,Franchise,Bootstrapped,Germany,Operations
CMP_L_0228,LeadingIndustries,Technology,Large Enterprise,Franchise,Series B,USA,Cloud
CMP_A_0229,AdvancedAnalytics,E-Commerce,Medium Enterprise,Public Sector,IPO,China,AI
CMP_G_0230,GlobalConsulting,Banking,Small business,Public Sector,IPO,Sweden,Engineering
CMP_C_0231,CreativeAnalytics,Telecommunications,Large Enterprise,Public Sector,IPO,S. Africa,Service
CMP_G_0232,GlobalAnalytics,Retail,Large Enterprise,Joint Venture,Series A,USA,Data
CMP_D_0233,DynamicPartners,Retail,Large Enterprise,Joint Venture,Series A,Canada,Data
CMP_I_0234,InnovativeVentures,Manufacturing,Start-up,Franchise,Series A,Indonesia,Staffing
CMP_A_0235,AdvancedAnalytics,Energy,Start-up,Franchise,Bootstrapped,Mexico,Logistics
CMP_S_0236,StrategicTech,Agriculture,Start-up,Public Sector,Bootstrapped,Colombia,Operations
CMP_F_0237,FutureSolutions,Automotive,Medium Enterprise,Franchise,Series A,Germany,Operations
CMP_F_0238,FutureConsulting,Finance,Start-up,Private Sector,Seed,Singapore,Staffing
CMP_L_0240,LeadingVentures,Healthcare,Medium Enterprise,Joint Venture,Series A,Canada,Cloud
CMP_G_0241,GlobalConsulting,Telecommunications,Small business,Franchise,Bootstrapped,Kenya,Staffing
CMP_S_0242,StrategicIndustries,Manufacturing,Small business,Joint Venture,Series A,Argentina,Logistics
CMP_S_0243,StrategicSystems,Technology,Medium Enterprise,Private Sector,Seed,Canada,Marketing
CMP_G_0244,GlobalConsulting,E-Commerce,Large Enterprise,Franchise,Series B,S. Korea,T&M
CMP_D_0245,DynamicVentures,Technology,Small business,Franchise,Series A,USA,Marketing
CMP_C_0246,CreativeConsulting,Energy,Large Enterprise,Joint Venture,Series A,Mexico,Operations
CMP_C_0247,CreativeIndustries,Pharmaceuticals,Start-up,Private Sector,Series A,Israel,Operations
CMP_I_0248,InnovativeVentures,Retail,Medium Enterprise,Joint Venture,IPO,Canada,Cloud
CMP_F_0249,FutureAnalytics,Automotive,Large Enterprise,Franchise,Series B,Netherlands,Consulting
CMP_I_0250,InnovativeIndustries,Banking,Small business,Public Sector,IPO,Qatar,Consulting
CMP_S_0251,StrategicPartners,Agriculture,Medium Enterprise,Public Sector,IPO,Argentina,Operations
CMP_L_0252,LeadingVentures,Technology,Large Enterprise,Private Sector,IPO,S. Korea,Staffing
CMP_L_0253,LeadingIndustries,Agriculture,Small business,Franchise,IPO,Peru,Operations
CMP_S_0254,StrategicSystems,Energy,Start-up,Franchise,Bootstrapped,Bahrain,Consulting
CMP_D_0255,DynamicConsulting,Banking,Start-up,Joint Venture,Bootstrapped,Qatar,Data
CMP_I_0256,InnovativeIndustries,Finance,Small business,Franchise,Series B,Morocco,Staffing
CMP_S_0257,StrategicSystems,Mining,Large Enterprise,Public Sector,Series B,Morocco,Staffing
CMP_I_0260,InnovativeVentures,Finance,Small business,Private Sector,Series A,Kenya,Staffing
CMP_G_0261,GlobalIndustries,Retail,Small business,Franchise,Series A,Canada,Cloud
CMP_G_0262,GlobalTech,Telecommunications,Large Enterprise,Private Sector,Seed,S. Africa,Staffing
CMP_L_0263,LeadingConsulting,Automotive,Start-up,Private Sector,IPO,Netherlands,Engineering
CMP_D_0264,DynamicSystems,Banking,Large Enterprise,Franchise,IPO,Germany,Operations
CMP_A_0265,AdvancedSystems,Finance,Medium Enterprise,Private Sector,Bootstrapped,Indonesia,T&M
CMP_C_0266,CreativePartners,Automotive,Medium Enterprise,Private Sector,Seed,France,Engineering
CMP_S_0269,StrategicIndustries,Energy,Large Enterprise,Franchise,Seed,Qatar,Data
CMP_A_0270,AdvancedSolutions,Finance,Small business,Private Sector,Seed,S. Africa,Service
CMP_S_0271,StrategicSolutions,Telecommunications,Medium Enterprise,Franchise,IPO,Morocco,Service
CMP_L_0272,LeadingVentures,Technology,Medium Enterprise,Private Sector,Series A,USA,Data
CMP_F_0273,FutureSystems,Banking,Start-up,Joint Venture,Seed,UAE,Consulting
CMP_F_0274,FutureAnalytics,Pharmaceuticals,Medium Enterprise,Public Sector,Bootstrapped,Germany,Consulting
CMP_A_0275,AdvancedSolutions,Telecommunications,Small business,Private Sector,Bootstrapped,Mozambique,Service
CMP_A_0276,AdvancedConsulting,Automotive,Start-up,Joint Venture,IPO,Switzerland,Engineering
CMP_G_0277,GlobalSolutions,Manufacturing,Small business,Private Sector,Bootstrapped,China,T&M
CMP_F_0278,FutureSolutions,Agriculture,Small business,Joint Venture,Bootstrapped,Colombia,Logistics
CMP_L_0279,LeadingPartners,Real Estate,Large Enterprise,Joint Venture,Bootstrapped,Saudi Arabia,Data
CMP_C_0280,CreativeTech,Finance,Large Enterprise,Public Sector,Bootstrapped,Canada,Data
CMP_C_0281,CreativePartners,Manufacturing,Start-up,Public Sector,Series B,Colombia,Operations
CMP_D_0282,DynamicAnalytics,Consulting,Start-up,Private Sector,Series A,Netherlands,Consulting
CMP_F_0284,FuturePartners,Manufacturing,Start-up,Public Sector,Seed,Peru,Operations
CMP_G_0285,GlobalIndustries,Finance,Small business,Public Sector,Series A,Singapore,AI
CMP_C_0286,CreativePartners,Finance,Medium Enterprise,Public Sector,Seed,S. Africa,Service
CMP_G_0287,GlobalVentures,Banking,Start-up,Private Sector,Bootstrapped,Netherlands,Operations
CMP_F_0288,FutureAnalytics,Banking,Start-up,Franchise,Series A,Switzerland,Engineering
CMP_F_0289,FutureSystems,Finance,Medium Enterprise,Private Sector,Series A,Australia,Staffing
CMP_A_0291,AdvancedIndustries,Consulting,Small business,Joint Venture,Bootstrapped,France,Operations
CMP_G_0292,GlobalConsulting,Technology,Large Enterprise,Public Sector,Seed,Canada,Data
CMP_G_0293,GlobalVentures,Finance,Medium Enterprise,Franchise,Series A,Canada,Cloud
CMP_D_0294,DynamicAnalytics,Automotive,Small business,Private Sector,Series A,Germany,Operations
CMP_G_0295,GlobalVentures,Automotive,Start-up,Franchise,Seed,Switzerland,Engineering
CMP_I_0296,InnovativeTech,Finance,Start-up,Public Sector,Seed,India,AI
CMP_C_0298,CreativePartners,Automotive,Large Enterprise,Public Sector,Bootstrapped,Sweden,Engineering
CMP_I_0299,InnovativeAnalytics,Technology,Medium Enterprise,Franchise,Series A,Canada,Cloud
CMP_A_0301,AdvancedVentures,Healthcare,Large Enterprise,Private Sector,IPO,Canada,Cloud
CMP_G_0302,GlobalPartners,Technology,Medium Enterprise,Franchise,Series A,Canada,Cloud
CMP_D_0303,DynamicConsulting,Retail,Small business,Joint Venture,Series A,USA,Cloud
CMP_I_0304,InnovativeTech,Banking,Start-up,Joint Venture,Series A,Israel,Consulting
CMP_A_0305,AdvancedTech,Manufacturing,Large Enterprise,Franchise,Series B,Peru,Logistics
CMP_G_0306,GlobalTech,Telecommunications,Small business,Public Sector,IPO,Morocco,Service
CMP_S_0307,StrategicSystems,Pharmaceuticals,Start-up,Joint Venture,Seed,Sweden,Engineering
CMP_A_0308,AdvancedAnalytics,Consulting,Medium Enterprise,Joint Venture,IPO,Switzerland,Engineering
CMP_C_0309,CreativeIndustries,Manufacturing,Medium Enterprise,Franchise,Series A,Argentina,Operations
CMP_S_0310,StrategicVentures,Mining,Large Enterprise,Joint Venture,Series A,Kenya,Service
CMP_C_0311,CreativeVentures,Finance,Large Enterprise,Private Sector,Series B,USA,Cloud
CMP_A_0314,AdvancedPartners,Manufacturing,Small business,Joint Venture,IPO,Chile,Logistics
CMP_F_0315,FutureIndustries,Manufacturing,Large Enterprise,Public Sector,Series B,China,Staffing
CMP_C_0316,CreativeAnalytics,Finance,Large Enterprise,Franchise,Bootstrapped,S. Africa,Staffing
CMP_L_0317,LeadingSolutions,Banking,Medium Enterprise,Private Sector,IPO,Israel,Consulting
CMP_G_0318,GlobalPartners,E-Commerce,Medium Enterprise,Private Sector,Seed,S. Korea,AI
CMP_C_0320,CreativeVentures,Consulting,Medium Enterprise,Joint Venture,Seed,Sweden,Consulting
CMP_I_0321,InnovativeAnalytics,Manufacturing,Medium Enterprise,Joint Venture,Series B,Argentina,Logistics
CMP_C_0322,CreativePartners,Automotive,Small business,Joint Venture,Series A,Switzerland,Consulting
CMP_G_0323,GlobalTech,Agriculture,Small business,Public Sector,Bootstrapped,Peru,Operations
CMP_A_0324,AdvancedTech,Energy,Medium Enterprise,Joint Venture,Series A,Chile,Logistics
CMP_C_0325,CreativeVentures,Technology,Medium Enterprise,Franchise,Bootstrapped,Japan,AI
CMP_D_0326,DynamicSystems,Automotive,Medium Enterprise,Joint Venture,IPO,Netherlands,Operations
CMP_F_0327,FutureSolutions,Finance,Large Enterprise,Public Sector,Seed,USA,Cloud
CMP_L_0328,LeadingVentures,Finance,Small business,Joint Venture,Series A,USA,Cloud
CMP_C_0329,CreativeSolutions,E-Commerce,Large Enterprise,Public Sector,Seed,New Zealand,T&M
CMP_S_0330,StrategicSolutions,Energy,Medium Enterprise,Public Sector,IPO,Mexico,Operations
CMP_F_0331,FutureSystems,Banking,Medium Enterprise,Public Sector,Series B,Qatar,Consulting
CMP_C_0332,CreativeIndustries,Technology,Start-up,Franchise,Bootstrapped,Canada,Marketing
CMP_I_0333,InnovativeSystems,Technology,Small business,Private Sector,Seed,Canada,Cloud
CMP_S_0334,StrategicSystems,Pharmaceuticals,Medium Enterprise,Franchise,Bootstrapped,Israel,Consulting
CMP_I_0335,InnovativeSystems,Finance,Start-up,Private Sector,IPO,Mozambique,Staffing
CMP_A_0337,AdvancedSystems,Energy,Start-up,Joint Venture,Seed,Chile,Logistics
CMP_L_0338,LeadingVentures,Finance,Start-up,Joint Venture,Bootstrapped,Indonesia,T&M
CMP_S_0339,StrategicPartners,Healthcare,Medium Enterprise,Public Sector,Series B,USA,Data
CMP_F_0340,FutureTech,Real Estate,Start-up,Public Sector,Bootstrapped,Saudi Arabia,Consulting
CMP_F_0341,FutureIndustries,Technology,Small business,Joint Venture,Series A,Canada,Cloud
CMP_I_0342,InnovativeSystems,Real Estate,Start-up,Joint Venture,Seed,UAE,Data
CMP_L_0343,LeadingSolutions,Finance,Large Enterprise,Joint Venture,Bootstrapped,Morocco,Staffing
CMP_A_0344,AdvancedAnalytics,Mining,Large Enterprise,Public Sector,Seed,S. Africa,Service
CMP_G_0345,GlobalPartners,Energy,Large Enterprise,Public Sector,Series B,Qatar,Data
CMP_A_0346,AdvancedIndustries,Technology,Large Enterprise,Private Sector,Bootstrapped,India,AI
CMP_S_0347,StrategicSolutions,Energy,Start-up,Private Sector,Seed,Chile,Logistics
CMP_S_0348,StrategicTech,E-Commerce,Small business,Public Sector,Bootstrapped,China,AI
CMP_G_0350,GlobalVentures,Healthcare,Large Enterprise,Public Sector,IPO,Canada,Cloud
CMP_F_0351,FutureSolutions,Banking,Medium Enterprise,Public Sector,Series A,Bahrain,Consulting
CMP_I_0352,InnovativePartners,Finance,Start-up,Franchise,Series B,S. Africa,Staffing
CMP_C_0353,CreativeTech,Finance,Start-up,Private Sector,Seed,New Zealand,AI
CMP_C_0354,CreativeIndustries,Finance,Start-up,Private Sector,IPO,India,Staffing
CMP_G_0356,GlobalIndustries,Healthcare,Small business,Joint Venture,Bootstrapped,USA,Cloud
CMP_G_0357,GlobalConsulting,Healthcare,Large Enterprise,Public Sector,Seed,USA,Data
CMP_L_0358,LeadingSystems,Manufacturing,Medium Enterprise,Public Sector,IPO,India,Staffing
CMP_C_0359,CreativeConsulting,E-Commerce,Small business,Private Sector,Bootstrapped,Japan,AI
CMP_D_0360,DynamicAnalytics,Consulting,Medium Enterprise,Franchise,Bootstrapped,France,Operations
CMP_D_0361,DynamicSolutions,Finance,Medium Enterprise,Joint Venture,IPO,Mozambique,Staffing
CMP_I_0362,InnovativeTech,Technology,Medium Enterprise,Public Sector,IPO,Singapore,AI
CMP_D_0363,DynamicIndustries,Pharmaceuticals,Medium Enterprise,Joint Venture,Series A,Netherlands,Operations
CMP_A_0364,AdvancedIndustries,Telecommunications,Small business,Public Sector,Bootstrapped,S. Africa,Staffing
CMP_L_0365,LeadingPartners,Consulting,Medium Enterprise,Private Sector,Series B,Switzerland,Engineering
CMP_A_0366,AdvancedAnalytics,Healthcare,Start-up,Private Sector,Series B,USA,Marketing
CMP_I_0367,InnovativeTech,Manufacturing,Large Enterprise,Private Sector,Bootstrapped,Indonesia,AI
CMP_A_0368,AdvancedPartners,Banking,Large Enterprise,Franchise,Seed,UAE,Data
CMP_D_0371,DynamicPartners,Retail,Large Enterprise,Public Sector,IPO,USA,Data
CMP_L_0372,LeadingIndustries,Retail,Small business,Joint Venture,Series A,Canada,Cloud
CMP_A_0373,AdvancedVentures,Finance,Large Enterprise,Joint Venture,Series B,USA,Marketing
CMP_F_0376,FutureIndustries,Finance,Small business,Joint Venture,Bootstrapped,New Zealand,Staffing
CMP_C_0377,CreativeConsulting,Manufacturing,Small business,Franchise,Series A,Australia,T&M
CMP_D_0378,DynamicSolutions,Finance,Medium Enterprise,Franchise,Seed,Mozambique,Staffing
CMP_G_0379,GlobalSystems,Banking,Start-up,Joint Venture,Seed,Saudi Arabia,Data
CMP_A_0380,AdvancedConsulting,Mining,Large Enterprise,Joint Venture,Series B,Morocco,Service
CMP_S_0381,StrategicPartners,Energy,Small business,Private Sector,Series B,Brazil,Operations
CMP_I_0382,InnovativeAnalytics,Telecommunications,Medium Enterprise,Joint Venture,Seed,S. Africa,Service
CMP_S_0383,StrategicConsulting,Agriculture,Medium Enterprise,Franchise,Bootstrapped,Brazil,Operations
CMP_L_0384,LeadingIndustries,Consulting,Medium Enterprise,Franchise,Bootstrapped,France,Engineering
CMP_D_0385,DynamicPartners,Energy,Medium Enterprise,Joint Venture,Series A,Brazil,Logistics
CMP_I_0386,InnovativeIndustries,Consulting,Medium Enterprise,Joint Venture,IPO,Israel,Consulting
CMP_G_0387,GlobalPartners,Finance,Medium Enterprise,Franchise,Seed,S. Korea,Staffing
CMP_L_0388,LeadingIndustries,Finance,Medium Enterprise,Private Sector,IPO,Kenya,Staffing
CMP_L_0390,LeadingPartners,Technology,Medium Enterprise,Joint Venture,Seed,S. Korea,AI
CMP_F_0391,FutureSystems,Manufacturing,Small business,Public Sector,Bootstrapped,Mexico,Logistics
CMP_G_0394,GlobalSolutions,Real Estate,Medium Enterprise,Joint Venture,Series B,UAE,Consulting
CMP_L_0395,LeadingTech,Finance,Medium Enterprise,Private Sector,IPO,USA,Data
CMP_G_0396,GlobalTech,Manufacturing,Medium Enterprise,Private Sector,Series B,New Zealand,Staffing
CMP_A_0397,AdvancedSolutions,Banking,Large Enterprise,Private Sector,IPO,Netherlands,Engineering
CMP_L_0398,LeadingAnalytics,Agriculture,Start-up,Public Sector,Series A,Brazil,Logistics
CMP_I_0399,InnovativeAnalytics,Automotive,Large Enterprise,Private Sector,Bootstrapped,UK,Engineering
CMP_F_0400,FutureSystems,Finance,Small business,Franchise,Seed,Singapore,AI
CMP_L_0401,LeadingConsulting,Banking,Small business,Public Sector,Bootstrapped,Bahrain,Consulting
CMP_F_0402,FutureConsulting,Real Estate,Large Enterprise,Franchise,Series B,Qatar,Consulting
CMP_A_0403,AdvancedVentures,Pharmaceuticals,Small business,Franchise,Series B,France,Operations
CMP_A_0404,AdvancedConsulting,Finance,Large Enterprise,Joint Venture,Bootstrapped,India,T&M
CMP_D_0405,DynamicSolutions,Pharmaceuticals,Medium Enterprise,Joint Venture,Series B,UK,Engineering
CMP_G_0406,GlobalVentures,Energy,Start-up,Joint Venture,Seed,Colombia,Operations
CMP_S_0407,StrategicSystems,Technology,Small business,Franchise,Seed,Canada,Cloud
CMP_S_0408,StrategicSolutions,Retail,Medium Enterprise,Joint Venture,IPO,Canada,Cloud
CMP_D_0409,DynamicSystems,Finance,Large Enterprise,Franchise,Bootstrapped,Canada,Data
CMP_A_0410,AdvancedIndustries,Energy,Start-up,Joint Venture,Bootstrapped,Peru,Logistics
CMP_D_0411,DynamicConsulting,Energy,Medium Enterprise,Private Sector,Seed,Chile,Logistics
CMP_A_0412,AdvancedTech,Finance,Large Enterprise,Joint Venture,Bootstrapped,Canada,Marketing
CMP_L_0413,LeadingIndustries,Healthcare,Start-up,Private Sector,Seed,USA,Cloud
CMP_F_0414,FutureConsulting,Healthcare,Start-up,Public Sector,IPO,USA,Marketing
CMP_D_0415,DynamicSolutions,Finance,Small business,Public Sector,Bootstrapped,Mozambique,Service
CMP_C_0416,CreativeSolutions,Telecommunications,Small business,Joint Venture,IPO,Morocco,Service
CMP_A_0420,AdvancedVentures,Finance,Start-up,Franchise,Bootstrapped,Canada,Data
CMP_F_0421,FutureTech,E-Commerce,Medium Enterprise,Joint Venture,Series A,Indonesia,AI
CMP_D_0422,DynamicTech,Retail,Medium Enterprise,Joint Venture,Series B,USA,Data
CMP_C_0425,CreativeSolutions,Manufacturing,Small business,Joint Venture,Seed,Australia,Staffing
CMP_D_0426,DynamicIndustries,Energy,Small business,Joint Venture,Series A,Chile,Operations
CMP_C_0427,CreativeSystems,Technology,Start-up,Private Sector,IPO,Singapore,AI
CMP_C_0428,CreativeTech,Energy,Medium Enterprise,Joint Venture,Seed,Saudi Arabia,Consulting
CMP_A_0429,AdvancedIndustries,Pharmaceuticals,Small business,Joint Venture,IPO,UK,Engineering
CMP_I_0430,InnovativeAnalytics,Automotive,Medium Enterprise,Franchise,Series A,Israel,Engineering
CMP_I_0432,InnovativeSolutions,Manufacturing,Small business,Public Sector,IPO,S. Korea,AI
CMP_D_0433,DynamicVentures,Real Estate,Large Enterprise,Joint Venture,Bootstrapped,Qatar,Consulting
CMP_F_0434,FutureTech,Agriculture,Small business,Public Sector,IPO,Brazil,Operations
CMP_G_0435,GlobalPartners,Technology,Small business,Joint Venture,Bootstrapped,Canada,Cloud
CMP_S_0436,StrategicPartners,Finance,Large Enterprise,Franchise,Series B,Indonesia,AI
CMP_S_0437,StrategicConsulting,Automotive,Medium Enterprise,Public Sector,IPO,Germany,Consulting
CMP_C_0438,CreativePartners,Pharmaceuticals,Medium Enterprise,Private Sector,Series B,Israel,Engineering
CMP_S_0439,StrategicVentures,Mining,Medium Enterprise,Joint Venture,Seed,Mozambique,Staffing
CMP_C_0440,CreativeConsulting,Real Estate,Large Enterprise,Private Sector,IPO,UAE,Data
CMP_I_0442,InnovativeVentures,Technology,Small business,Joint Venture,Series A,Canada,Data
CMP_S_0443,StrategicIndustries,Pharmaceuticals,Small business,Franchise,Series A,France,Operations
CMP_A_0444,AdvancedAnalytics,Retail,Medium Enterprise,Public Sector,Seed,Canada,Data
CMP_D_0445,DynamicAnalytics,Pharmaceuticals,Small business,Public Sector,Series A,Israel,Consulting
CMP_A_0446,AdvancedIndustries,Automotive,Medium Enterprise,Joint Venture,IPO,Switzerland,Consulting
CMP_F_0447,FutureConsulting,Banking,Large Enterprise,Private Sector,Bootstrapped,Qatar,Data
CMP_A_0448,AdvancedAnalytics,Technology,Medium Enterprise,Public Sector,Seed,USA,Cloud
CMP_A_0449,AdvancedTech,Manufacturing,Start-up,Franchise,IPO,Australia,AI
CMP_A_0450,AdvancedConsulting,Energy,Medium Enterprise,Joint Venture,IPO,Argentina,Operations
CMP_D_0452,DynamicSolutions,Banking,Medium Enterprise,Private Sector,Series B,Saudi Arabia,Consulting
CMP_L_0453,LeadingPartners,E-Commerce,Large Enterprise,Joint Venture,Series B,Indonesia,Staffing
CMP_G_0454,GlobalSolutions,Technology,Medium Enterprise,Public Sector,IPO,Australia,T&M
CMP_A_0455,AdvancedSystems,Manufacturing,Small business,Franchise,Bootstrapped,Singapore,Staffing
CMP_D_0457,DynamicPartners,Technology,Large Enterprise,Public Sector,Series A,Canada,Cloud
CMP_G_0458,GlobalSystems,Finance,Small business,Public Sector,Bootstrapped,Canada,Cloud
CMP_F_0459,FutureAnalytics,E-Commerce,Medium Enterprise,Public Sector,Series A,Japan,T&M
CMP_F_0460,FutureTech,Pharmaceuticals,Start-up,Public Sector,Series A,Germany,Operations
CMP_S_0461,StrategicTech,Automotive,Medium Enterprise,Private Sector,Bootstrapped,Switzerland,Consulting
CMP_L_0462,LeadingPartners,Manufacturing,Large Enterprise,Joint Venture,Bootstrapped,Singapore,AI
CMP_I_0463,InnovativeAnalytics,Finance,Start-up,Joint Venture,Series A,S. Africa,Staffing
CMP_D_0464,DynamicPartners,Energy,Small business,Franchise,Seed,UAE,Consulting
CMP_L_0465,LeadingTech,Retail,Small business,Franchise,Series B,USA,Marketing
CMP_C_0466,CreativeAnalytics,Retail,Start-up,Franchise,Series A,USA,Marketing
CMP_D_0467,DynamicIndustries,Technology,Small business,Public Sector,Series A,Japan,AI
CMP_A_0468,AdvancedSolutions,Automotive,Small business,Private Sector,Series B,Switzerland,Engineering
CMP_C_0469,CreativePartners,Technology,Medium Enterprise,Private Sector,Series B,New Zealand,T&M
CMP_I_0470,InnovativeTech,Technology,Start-up,Public Sector,Seed,Canada,Data
CMP_A_0471,AdvancedPartners,Manufacturing,Medium Enterprise,Joint Venture,Series B,Brazil,Operations
CMP_C_0472,CreativeSolutions,Retail,Medium Enterprise,Private Sector,IPO,Canada,Cloud
CMP_F_0474,FutureTech,Real Estate,Large Enterprise,Joint Venture,Series B,Saudi Arabia,Data
CMP_G_0475,GlobalAnalytics,Manufacturing,Large Enterprise,Franchise,IPO,Singapore,Staffing
CMP_I_0476,InnovativeConsulting,Banking,Start-up,Joint Venture,Seed,Bahrain,Data
CMP_S_0477,StrategicSolutions,Consulting,Start-up,Joint Venture,Series A,UK,Engineering
CMP_C_0478,CreativeIndustries,Pharmaceuticals,Large Enterprise,Private Sector,Bootstrapped,France,Consulting
CMP_A_0479,AdvancedTech,Technology,Large Enterprise,Franchise,Series B,Canada,Cloud
CMP_S_0480,StrategicSolutions,Banking,Medium Enterprise,Franchise,IPO,France,Consulting
CMP_G_0481,GlobalAnalytics,Real Estate,Small business,Private Sector,Series B,Saudi Arabia,Consulting
CMP_I_0482,InnovativeSystems,Agriculture,Small business,Joint Venture,IPO,Colombia,Logistics
CMP_S_0484,StrategicSolutions,Finance,Start-up,Public Sector,Bootstrapped,India,Staffing
CMP_F_0485,FutureTech,Banking,Start-up,Joint Venture,Series A,Switzerland,Consulting
CMP_L_0486,LeadingAnalytics,Automotive,Large Enterprise,Joint Venture,Series B,Germany,Operations
CMP_I_0487,InnovativeSolutions,Healthcare,Small business,Franchise,Series A,Canada,Marketing
CMP_G_0488,GlobalAnalytics,Healthcare,Large Enterprise,Public Sector,Bootstrapped,USA,Cloud
CMP_D_0489,DynamicPartners,Technology,Large Enterprise,Private Sector,IPO,S. Korea,AI
CMP_G_0490,GlobalAnalytics,Finance,Medium Enterprise,Public Sector,Bootstrapped,S. Africa,Staffing
CMP_D_0491,DynamicConsulting,Agriculture,Small business,Public Sector,Bootstrapped,Mexico,Operations
CMP_A_0492,AdvancedSolutions,Technology,Large Enterprise,Public Sector,Bootstrapped,Canada,Cloud
CMP_L_0493,LeadingSystems,Manufacturing,Start-up,Joint Venture,Seed,Australia,AI
CMP_S_0495,StrategicConsulting,Finance,Small business,Franchise,IPO,Morocco,Service
CMP_L_0497,LeadingIndustries,Automotive,Large Enterprise,Franchise,Series A,Sweden,Operations
CMP_A_0498,AdvancedSystems,Technology,Start-up,Private Sector,Series B,Canada,Data
CMP_D_0499,DynamicSystems,Energy,Small business,Joint Venture,Series A,Brazil,Operations
CMP_C_0500,CreativeSolutions,Healthcare,Small business,Franchise,Series B,USA,Marketing
CMP_D_0501,DynamicIndustries,Finance,Small business,Public Sector,Bootstrapped,China,Staffing
CMP_F_0502,FutureTech,Banking,Medium Enterprise,Private Sector,Seed,Germany,Engineering
CMP_D_0503,DynamicSolutions,Healthcare,Start-up,Public Sector,Seed,Canada,Cloud
