History_ID,Lead_ID,Stage,Timestamp,Rep_ID,Stage_Sequence,Notes,Stage_Engagement (in Days)
4949,LDCREA-APAC-0529,Demo,2024-01-05 14:54:41,KM_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0529,2
4950,LDCREA-APAC-0529,Demo Completed,2024-01-09 14:54:41,KM_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0529,4
4951,LDCREA-APAC-0529,Proposal Sent,2024-01-14 14:54:41,KM_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0529,5
4952,LDCREA-APAC-0529,Proposal,2024-01-20 14:54:41,KM_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0529,6
4953,LDCREA-APAC-0529,Negotiation,2024-01-27 14:54:41,KM_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0529,7
4954,LDCREA-APAC-0529,Deal Lost,2024-01-27 14:55:20,KM_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-0529,0
5291,LDCREA-APAC-0567,Lead Captured,2025-05-28 23:34:13,MT_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0567,0
5292,LDCREA-APAC-0567,Qualified,2025-06-01 23:34:13,MT_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0567,4
5293,LDCREA-APAC-0567,Contacted,2025-06-06 23:34:13,MT_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0567,5
5294,LDCREA-APAC-0567,Responded,2025-06-09 23:34:13,MT_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0567,3
5295,LDCREA-APAC-0567,Demo Scheduled,2025-06-13 23:34:13,MT_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0567,4
5296,LDCREA-APAC-0567,Demo,2025-06-15 23:34:13,MT_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0567,2
5297,LDCREA-APAC-0567,Demo Completed,2025-06-19 23:34:13,MT_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0567,4
5298,LDCREA-APAC-0567,Proposal Sent,2025-06-24 23:34:13,MT_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0567,5
5299,LDCREA-APAC-0567,Proposal,2025-06-30 23:34:13,MT_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0567,6
5300,LDCREA-APAC-0567,Negotiation,2025-07-07 23:34:13,MT_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0567,7
5301,LDCREA-APAC-0567,Deal Lost,2025-07-07 23:34:25,MT_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-0567,0
5390,LDCREA-APAC-0577,Lead Captured,2024-07-14 22:53:01,IG_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0577,0
5391,LDCREA-APAC-0577,Qualified,2024-07-19 03:02:43,IG_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0577,4
5392,LDCREA-APAC-0577,Contacted,2024-07-24 04:38:21,IG_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0577,5
5393,LDCREA-APAC-0577,Responded,2024-07-27 04:42:41,IG_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0577,3
5394,LDCREA-APAC-0577,Demo Scheduled,2024-07-31 04:44:28,IG_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0577,4
5395,LDCREA-APAC-0577,Demo,2024-08-02 04:45:34,IG_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0577,2
5396,LDCREA-APAC-0577,Demo Completed,2024-08-02 04:45:46,IG_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0577,0
5648,LDCREA-APAC-0606,Lead Captured,2024-07-21 18:45:45,LS_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0606,0
5649,LDCREA-APAC-0606,Qualified,2024-07-25 18:45:45,LS_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0606,4
5650,LDCREA-APAC-0606,Contacted,2024-07-30 18:45:45,LS_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0606,5
5651,LDCREA-APAC-0606,Responded,2024-08-02 18:45:45,LS_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0606,3
5652,LDCREA-APAC-0606,Demo Scheduled,2024-08-06 18:45:45,LS_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0606,4
5653,LDCREA-APAC-0606,Demo,2024-08-08 18:45:45,LS_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0606,2
5654,LDCREA-APAC-0606,Demo Completed,2024-08-12 18:45:45,LS_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0606,4
5655,LDCREA-APAC-0606,Proposal Sent,2024-08-17 18:45:45,LS_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0606,5
5656,LDCREA-APAC-0606,Proposal,2024-08-23 18:45:45,LS_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0606,6
5657,LDCREA-APAC-0606,Negotiation,2024-08-30 18:45:45,LS_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0606,7
5658,LDCREA-APAC-0606,Deal Lost,2024-08-30 18:46:34,LS_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-0606,0
5659,LDCREA-APAC-0607,Lead Captured,2023-10-04 06:09:03,KM_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0607,0
5660,LDCREA-APAC-0607,Qualified,2023-10-08 06:09:03,KM_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0607,4
5661,LDCREA-APAC-0607,Contacted,2023-10-13 06:09:03,KM_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0607,5
5662,LDCREA-APAC-0607,Responded,2023-10-16 06:09:03,KM_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0607,3
5663,LDCREA-APAC-0607,Demo Scheduled,2023-10-20 06:09:03,KM_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0607,4
5664,LDCREA-APAC-0607,Demo,2023-10-22 06:09:03,KM_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0607,2
5665,LDCREA-APAC-0607,Demo Completed,2023-10-26 06:09:03,KM_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0607,4
5666,LDCREA-APAC-0607,Proposal Sent,2023-10-31 06:09:03,KM_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0607,5
5667,LDCREA-APAC-0607,Proposal,2023-11-06 06:09:03,KM_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0607,6
5668,LDCREA-APAC-0607,Negotiation,2023-11-13 06:09:03,KM_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0607,7
5669,LDCREA-APAC-0607,Deal Won,2023-11-13 06:09:18,KM_APAC,11,Notes for stage Deal Won for Lead LDCREA-APAC-0607,0
5681,LDCREA-APAC-0609,Lead Captured,2025-06-12 17:16:10,JL_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0609,0
5682,LDCREA-APAC-0609,Qualified,2025-06-18 10:49:22,JL_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0609,6
5683,LDCREA-APAC-0609,Contacted,2025-06-24 04:15:34,JL_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0609,6
5684,LDCREA-APAC-0609,Responded,2025-06-27 06:47:44,JL_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0609,3
5685,LDCREA-APAC-0609,Demo Scheduled,2025-07-01 09:48:56,JL_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0609,4
5686,LDCREA-APAC-0609,Demo,2025-07-03 09:49:16,JL_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0609,2
5687,LDCREA-APAC-0609,Demo Completed,2025-07-07 09:51:05,JL_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0609,4
5688,LDCREA-APAC-0609,Proposal Sent,2025-07-12 09:56:50,JL_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0609,5
5689,LDCREA-APAC-0609,Proposal,2025-07-18 09:56:50,JL_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0609,6
5690,LDCREA-APAC-0609,Negotiation,2025-07-25 09:56:58,JL_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0609,7
5691,LDCREA-APAC-0609,Deal Lost,2025-07-25 09:56:58,JL_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-0609,0
6129,LDCREA-APAC-0657,Lead Captured,2024-05-24 18:19:17,IG_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0657,0
6130,LDCREA-APAC-0657,Qualified,2024-05-28 18:19:17,IG_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0657,4
6131,LDCREA-APAC-0657,Contacted,2024-06-02 18:19:17,IG_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0657,5
6132,LDCREA-APAC-0657,Responded,2024-06-05 18:19:17,IG_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0657,3
6133,LDCREA-APAC-0657,Demo Scheduled,2024-06-09 18:19:17,IG_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0657,4
6134,LDCREA-APAC-0657,Demo,2024-06-11 18:19:17,IG_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0657,2
6135,LDCREA-APAC-0657,Demo Completed,2024-06-15 18:19:17,IG_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0657,4
6136,LDCREA-APAC-0657,Proposal Sent,2024-06-20 18:19:17,IG_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0657,5
6137,LDCREA-APAC-0657,Proposal,2024-06-26 18:19:17,IG_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0657,6
6138,LDCREA-APAC-0657,Negotiation,2024-07-03 18:19:17,IG_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0657,7
6139,LDCREA-APAC-0657,Deal Won,2024-07-03 18:20:04,IG_APAC,11,Notes for stage Deal Won for Lead LDCREA-APAC-0657,0
6772,LDCREA-APAC-0724,Lead Captured,2024-02-16 14:12:41,LS_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0724,0
6773,LDCREA-APAC-0724,Qualified,2024-02-20 14:12:41,LS_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0724,4
6774,LDCREA-APAC-0724,Contacted,2024-02-25 14:12:41,LS_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0724,5
6775,LDCREA-APAC-0724,Responded,2024-02-28 14:12:41,LS_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0724,3
6776,LDCREA-APAC-0724,Demo Scheduled,2024-03-03 14:12:41,LS_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0724,4
6777,LDCREA-APAC-0724,Demo,2024-03-05 14:12:41,LS_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0724,2
6778,LDCREA-APAC-0724,Demo Completed,2024-03-09 14:12:41,LS_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0724,4
6779,LDCREA-APAC-0724,Proposal Sent,2024-03-14 14:12:41,LS_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0724,5
6780,LDCREA-APAC-0724,Proposal,2024-03-20 14:12:41,LS_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0724,6
6781,LDCREA-APAC-0724,Negotiation,2024-03-27 14:12:41,LS_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0724,7
6782,LDCREA-APAC-0724,Deal Lost,2024-03-27 14:13:18,LS_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-0724,0
7308,LDCREA-APAC-0783,Lead Captured,2023-09-27 12:58:13,IG_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0783,0
7309,LDCREA-APAC-0783,Qualified,2023-10-01 12:58:13,IG_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0783,4
7310,LDCREA-APAC-0783,Contacted,2023-10-06 12:58:13,IG_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0783,5
7311,LDCREA-APAC-0783,Responded,2023-10-09 12:58:13,IG_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0783,3
7312,LDCREA-APAC-0783,Demo Scheduled,2023-10-13 12:58:13,IG_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0783,4
7313,LDCREA-APAC-0783,Demo,2023-10-15 12:58:13,IG_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0783,2
7314,LDCREA-APAC-0783,Demo Completed,2023-10-19 12:58:13,IG_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0783,4
7315,LDCREA-APAC-0783,Proposal Sent,2023-10-24 12:58:13,IG_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0783,5
7316,LDCREA-APAC-0783,Proposal,2023-10-30 12:58:13,IG_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0783,6
7317,LDCREA-APAC-0783,Negotiation,2023-11-06 12:58:13,IG_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0783,7
7318,LDCREA-APAC-0783,Deal Won,2023-11-06 12:58:24,IG_APAC,11,Notes for stage Deal Won for Lead LDCREA-APAC-0783,0
7363,LDCREA-APAC-0790,Lead Captured,2024-09-17 20:39:46,LS_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0790,0
7364,LDCREA-APAC-0790,Qualified,2024-09-21 20:39:46,LS_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0790,4
7365,LDCREA-APAC-0790,Contacted,2024-09-26 20:39:46,LS_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0790,5
7366,LDCREA-APAC-0790,Responded,2024-09-29 20:39:46,LS_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0790,3
7367,LDCREA-APAC-0790,Demo Scheduled,2024-10-03 20:39:46,LS_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0790,4
7368,LDCREA-APAC-0790,Demo,2024-10-05 20:39:46,LS_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0790,2
7369,LDCREA-APAC-0790,Demo Completed,2024-10-09 20:39:46,LS_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0790,4
7370,LDCREA-APAC-0790,Proposal Sent,2024-10-14 20:39:46,LS_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0790,5
7371,LDCREA-APAC-0790,Proposal,2024-10-20 20:39:46,LS_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0790,6
7372,LDCREA-APAC-0790,Negotiation,2024-10-27 20:39:46,LS_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0790,7
7373,LDCREA-APAC-0790,Deal Lost,2024-10-27 20:39:54,LS_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-0790,0
7519,LDCREA-APAC-0807,Lead Captured,2025-05-27 10:40:18,MT_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0807,0
7520,LDCREA-APAC-0807,Qualified,2025-06-01 12:11:12,MT_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0807,5
7521,LDCREA-APAC-0807,Contacted,2025-06-09 02:21:49,MT_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0807,8
7522,LDCREA-APAC-0807,Responded,2025-06-14 05:33:09,MT_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0807,5
7523,LDCREA-APAC-0807,Demo Scheduled,2025-06-20 05:44:46,MT_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0807,6
7524,LDCREA-APAC-0807,Demo,2025-06-22 09:01:18,MT_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0807,2
7525,LDCREA-APAC-0807,Demo Completed,2025-06-26 11:37:24,MT_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0807,4
7526,LDCREA-APAC-0807,Proposal Sent,2025-07-01 12:52:36,MT_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0807,5
7527,LDCREA-APAC-0807,Proposal,2025-07-07 13:05:47,MT_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0807,6
7528,LDCREA-APAC-0807,Negotiation,2025-07-07 13:27:29,MT_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0807,0
8674,LDCREA-APAC-0928,Lead Captured,2024-09-08 16:48:03,KM_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0928,0
8675,LDCREA-APAC-0928,Qualified,2024-09-13 01:03:53,KM_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0928,4
8676,LDCREA-APAC-0928,Contacted,2024-09-24 05:29:04,KM_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0928,11
8677,LDCREA-APAC-0928,Responded,2024-09-28 19:09:30,KM_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0928,5
8678,LDCREA-APAC-0928,Demo Scheduled,2024-11-04 10:28:49,KM_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0928,37
9038,LDCREA-APAC-0968,Lead Captured,2025-01-15 08:17:29,MT_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-0968,0
9039,LDCREA-APAC-0968,Qualified,2025-01-21 06:19:45,MT_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-0968,6
9040,LDCREA-APAC-0968,Contacted,2025-01-27 15:05:51,MT_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-0968,6
9041,LDCREA-APAC-0968,Responded,2025-02-01 00:26:47,MT_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-0968,4
9042,LDCREA-APAC-0968,Demo Scheduled,2025-02-07 03:22:39,MT_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-0968,6
9043,LDCREA-APAC-0968,Demo,2025-02-09 18:38:15,MT_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-0968,3
9044,LDCREA-APAC-0968,Demo Completed,2025-02-16 16:03:25,MT_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-0968,7
9045,LDCREA-APAC-0968,Proposal Sent,2025-02-22 07:10:52,MT_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-0968,6
9046,LDCREA-APAC-0968,Proposal,2025-02-28 07:53:35,MT_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-0968,6
9047,LDCREA-APAC-0968,Negotiation,2025-03-07 08:36:18,MT_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-0968,7
9048,LDCREA-APAC-0968,Deal Won,2025-03-07 08:57:59,MT_APAC,11,Notes for stage Deal Won for Lead LDCREA-APAC-0968,0
9939,LDCREA-APAC-1070,Lead Captured,2025-04-11 23:44:53,IG_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-1070,0
9940,LDCREA-APAC-1070,Qualified,2025-04-15 23:44:53,IG_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-1070,4
9941,LDCREA-APAC-1070,Contacted,2025-04-20 23:44:53,IG_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-1070,5
9942,LDCREA-APAC-1070,Responded,2025-04-23 23:44:53,IG_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-1070,3
9943,LDCREA-APAC-1070,Demo Scheduled,2025-04-27 23:44:53,IG_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-1070,4
9944,LDCREA-APAC-1070,Demo,2025-04-29 23:44:53,IG_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-1070,2
9945,LDCREA-APAC-1070,Demo Completed,2025-05-03 23:44:53,IG_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-1070,4
9946,LDCREA-APAC-1070,Proposal Sent,2025-05-08 23:44:53,IG_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-1070,5
9947,LDCREA-APAC-1070,Proposal,2025-05-14 23:44:53,IG_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-1070,6
9948,LDCREA-APAC-1070,Negotiation,2025-05-21 23:44:53,IG_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-1070,7
9949,LDCREA-APAC-1070,Deal Won,2025-05-21 23:45:03,IG_APAC,11,Notes for stage Deal Won for Lead LDCREA-APAC-1070,0
10557,LDCREA-APAC-1134,Lead Captured,2023-12-04 12:28:10,JL_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-1134,0
10558,LDCREA-APAC-1134,Qualified,2023-12-08 19:02:40,JL_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-1134,4
10559,LDCREA-APAC-1134,Contacted,2023-12-13 19:28:11,JL_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-1134,5
10560,LDCREA-APAC-1134,Responded,2023-12-17 05:27:06,JL_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-1134,3
10561,LDCREA-APAC-1134,Demo Scheduled,2023-12-21 09:49:02,JL_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-1134,4
10562,LDCREA-APAC-1134,Demo,2023-12-24 07:39:14,JL_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-1134,3
10563,LDCREA-APAC-1134,Demo Completed,2023-12-28 09:43:32,JL_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-1134,4
10564,LDCREA-APAC-1134,Proposal Sent,2024-01-02 09:51:57,JL_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-1134,5
10565,LDCREA-APAC-1134,Proposal,2024-01-08 09:54:52,JL_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-1134,6
10566,LDCREA-APAC-1134,Negotiation,2024-01-15 09:55:39,JL_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-1134,7
10567,LDCREA-APAC-1134,Deal Won,2024-01-15 09:56:48,JL_APAC,11,Notes for stage Deal Won for Lead LDCREA-APAC-1134,0
10728,LDCREA-APAC-1152,Lead Captured,2024-08-17 03:26:12,MT_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-1152,0
10729,LDCREA-APAC-1152,Qualified,2024-08-21 03:41:49,MT_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-1152,4
10730,LDCREA-APAC-1152,Contacted,2024-08-26 06:09:53,MT_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-1152,5
10731,LDCREA-APAC-1152,Responded,2024-08-29 06:10:07,MT_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-1152,3
10732,LDCREA-APAC-1152,Demo Scheduled,2024-09-02 06:12:02,MT_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-1152,4
10733,LDCREA-APAC-1152,Demo,2024-09-04 06:12:49,MT_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-1152,2
10734,LDCREA-APAC-1152,Demo Completed,2024-09-08 06:13:14,MT_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-1152,4
10735,LDCREA-APAC-1152,Proposal Sent,2024-09-13 06:13:22,MT_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-1152,5
10736,LDCREA-APAC-1152,Proposal,2024-09-19 06:13:23,MT_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-1152,6
10737,LDCREA-APAC-1152,Negotiation,2024-09-26 06:13:24,MT_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-1152,7
10738,LDCREA-APAC-1152,Deal Lost,2024-09-26 06:13:26,MT_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-1152,0
10930,LDCREA-APAC-1174,Lead Captured,2024-01-25 09:52:50,KM_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-1174,0
10931,LDCREA-APAC-1174,Qualified,2024-01-29 09:52:50,KM_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-1174,4
10932,LDCREA-APAC-1174,Contacted,2024-02-03 09:52:50,KM_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-1174,5
10933,LDCREA-APAC-1174,Responded,2024-02-06 09:52:50,KM_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-1174,3
10934,LDCREA-APAC-1174,Demo Scheduled,2024-02-10 09:52:50,KM_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-1174,4
10935,LDCREA-APAC-1174,Demo,2024-02-12 09:52:50,KM_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-1174,2
10936,LDCREA-APAC-1174,Demo Completed,2024-02-16 09:52:50,KM_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-1174,4
10937,LDCREA-APAC-1174,Proposal Sent,2024-02-21 09:52:50,KM_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-1174,5
10938,LDCREA-APAC-1174,Proposal,2024-02-27 09:52:50,KM_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-1174,6
10939,LDCREA-APAC-1174,Negotiation,2024-03-05 09:52:50,KM_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-1174,7
10940,LDCREA-APAC-1174,Deal Won,2024-03-05 09:53:29,KM_APAC,11,Notes for stage Deal Won for Lead LDCREA-APAC-1174,0
11425,LDCREA-APAC-1226,Lead Captured,2023-10-07 08:04:14,IG_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-1226,0
11426,LDCREA-APAC-1226,Qualified,2023-10-11 08:04:14,IG_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-1226,4
11427,LDCREA-APAC-1226,Contacted,2023-10-16 08:04:14,IG_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-1226,5
11428,LDCREA-APAC-1226,Responded,2023-10-19 08:04:14,IG_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-1226,3
11429,LDCREA-APAC-1226,Demo Scheduled,2023-10-23 08:04:14,IG_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-1226,4
11430,LDCREA-APAC-1226,Demo,2023-10-25 08:04:14,IG_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-1226,2
11431,LDCREA-APAC-1226,Demo Completed,2023-10-29 08:04:14,IG_APAC,7,Notes for stage Demo Completed for Lead LDCREA-APAC-1226,4
11432,LDCREA-APAC-1226,Proposal Sent,2023-11-03 08:04:14,IG_APAC,8,Notes for stage Proposal Sent for Lead LDCREA-APAC-1226,5
11433,LDCREA-APAC-1226,Proposal,2023-11-09 08:04:14,IG_APAC,9,Notes for stage Proposal for Lead LDCREA-APAC-1226,6
11434,LDCREA-APAC-1226,Negotiation,2023-11-16 08:04:14,IG_APAC,10,Notes for stage Negotiation for Lead LDCREA-APAC-1226,7
11435,LDCREA-APAC-1226,Deal Lost,2023-11-16 08:04:36,IG_APAC,11,Notes for stage Deal Lost for Lead LDCREA-APAC-1226,0
12348,LDCREA-APAC-1319,Lead Captured,2024-07-06 07:05:56,LS_APAC,1,Notes for stage Lead Captured for Lead LDCREA-APAC-1319,0
12349,LDCREA-APAC-1319,Qualified,2024-07-13 22:16:30,LS_APAC,2,Notes for stage Qualified for Lead LDCREA-APAC-1319,8
12350,LDCREA-APAC-1319,Contacted,2024-07-25 10:26:56,LS_APAC,3,Notes for stage Contacted for Lead LDCREA-APAC-1319,12
12351,LDCREA-APAC-1319,Responded,2024-07-29 05:47:06,LS_APAC,4,Notes for stage Responded for Lead LDCREA-APAC-1319,4
12352,LDCREA-APAC-1319,Demo Scheduled,2024-08-03 05:32:21,LS_APAC,5,Notes for stage Demo Scheduled for Lead LDCREA-APAC-1319,5
12353,LDCREA-APAC-1319,Demo,2024-08-06 03:58:43,LS_APAC,6,Notes for stage Demo for Lead LDCREA-APAC-1319,3
