Deal_ID,Lead_ID,Company_ID,Amount_Display,Amount_Numeric,Status,Created_Date,Closed_Date,Rep_ID,Total_Duration_Days
DEAL_0503,LDADVA-EU-0503,CMP_A_0503,70.38 Lakhs,7038000,Deal Lost,2023-09-28,2023-11-19,GW_EU,51
DEAL_0504,LDGLOB-LA-0504,CMP_G_0504,61.09 Lakhs,6109000,Deal Lost,2025-03-27,2025-05-06,RA_LA,40
DEAL_0505,LDINNO-EU-0505,CMP_I_0505,3.15 Crore,31472000,Deal Won,2024-06-26,2024-08-24,HB_EU,58
DEAL_0506,LDDYNA-LA-0506,CMP_D_0506,78.48 Lakhs,7848000,Deal Won,2025-01-05,2025-02-14,PY_LA,40
DEAL_0507,LDGLOB-NA-0507,CMP_G_0507,1.44 Crore,14397000,Ongoing - Cold,2023-09-01,,CL_NA,730
DEAL_0508,LDGLOB-NA-0508,CMP_G_0508,27.99 Lakhs,2799000,Ongoing - Cold,2024-04-23,,BJ_NA,495
DEAL_0509,LDGLOB-LA-0509,CMP_G_0509,48.51 Lakhs,4851000,Ongoing - Cold,2023-10-01,,RA_LA,701
DEAL_0510,LDADVA-ME-0510,CMP_A_0510,70.29 Lakhs,7029000,Ongoing - Cold,2024-09-23,,NA_ME,342
DEAL_0511,LDCREA-APAC-0511,CMP_C_0511,89.09 Lakhs,8909000,Deal Lost,2024-07-23,2024-09-01,KM_APAC,40
DEAL_0512,LDADVA-NA-0512,CMP_A_0512,1.47 Crore,14677000,Deal Lost,2024-03-18,2024-05-11,BJ_NA,54
DEAL_0513,LDSTRA-EU-0513,CMP_S_0513,49.94 Lakhs,4994000,Deal Lost,2025-07-01,2025-08-26,GW_EU,55
DEAL_0514,LDGLOB-LA-0514,CMP_G_0514,21.91 Lakhs,2191000,Deal Won,2025-05-05,2025-06-14,PY_LA,40
DEAL_0515,LDDYNA-APAC-0515,CMP_D_0515,96.07 Lakhs,9607000,Ongoing - Cold,2024-07-19,,KM_APAC,408
DEAL_0516,LDADVA-NA-0516,CMP_A_0516,22.52 Lakhs,2252000,Deal Lost,2025-02-11,2025-03-23,BJ_NA,40
DEAL_0517,LDINNO-ME-0517,CMP_I_0517,4.87 Crore,48689000,Ongoing - Cold,2024-12-03,,OC_ME,271
DEAL_0518,LDSTRA-ME-0518,CMP_S_0518,43.85 Lakhs,4385000,Deal Won,2025-07-26,2025-09-04,NA_ME,40
DEAL_0519,LDLEAD-LA-0519,CMP_L_0519,2.77 Crore,27657000,Ongoing - Cold,2025-06-08,,PY_LA,84
DEAL_0520,LDFUTU-LA-0520,CMP_F_0520,79.96 Lakhs,7996000,Deal Won,2025-02-20,2025-04-01,QH_LA,40
DEAL_0521,LDCREA-EU-0521,CMP_C_0521,2.90 Crore,29009000,Deal Won,2024-08-03,2024-09-12,EB_EU,40
DEAL_0522,LDCREA-NA-0522,CMP_C_0522,88.10 Lakhs,8810000,Ongoing - Cold,2025-06-08,,AS_NA,84
DEAL_0523,LDADVA-NA-0523,CMP_A_0523,79.07 Lakhs,7907000,Deal Won,2023-10-11,2023-11-20,DK_NA,40
DEAL_0524,LDGLOB-EU-0524,CMP_G_0524,2.21 Crore,22137000,Deal Lost,2023-10-10,2023-11-19,FG_EU,40
DEAL_0525,LDLEAD-LA-0525,CMP_L_0525,3.86 Crore,38586000,Deal Lost,2024-06-27,2024-08-06,RA_LA,40
DEAL_0526,LDGLOB-ME-0526,CMP_G_0526,2.84 Crore,28383000,Deal Won,2024-04-14,2024-05-28,OC_ME,43
DEAL_0527,LDADVA-EU-0527,CMP_A_0527,3.30 Crore,33029000,Ongoing - Cold,2024-06-14,,FG_EU,444
DEAL_0528,LDLEAD-LA-0528,CMP_L_0528,1.23 Crore,12346000,Deal Won,2023-12-15,2024-02-05,QH_LA,51
DEAL_0529,LDCREA-APAC-0529,CMP_C_0529,49.06 Lakhs,4906000,Deal Lost,2023-12-18,2024-01-27,KM_APAC,40
DEAL_0530,LDDYNA-NA-0530,CMP_D_0530,85.29 Lakhs,8529000,Ongoing - Cold,2025-05-10,,CL_NA,114
DEAL_0531,LDADVA-APAC-0531,CMP_A_0531,37.13 Lakhs,3713000,Deal Lost,2025-06-26,2025-08-05,MT_APAC,40
DEAL_0532,LDADVA-NA-0532,CMP_A_0532,4.55 Crore,45512000,Ongoing - Cold,2025-02-21,,DK_NA,192
DEAL_0533,LDINNO-APAC-0533,CMP_I_0533,40.16 Lakhs,4016000,Deal Won,2025-01-17,2025-03-15,KM_APAC,56
DEAL_0534,LDSTRA-NA-0534,CMP_S_0534,70.06 Lakhs,7006000,Deal Won,2025-04-30,2025-06-09,BJ_NA,40
DEAL_0535,LDSTRA-NA-0535,CMP_S_0535,2.84 Crore,28378000,Deal Won,2023-11-15,2023-12-25,AS_NA,40
DEAL_0536,LDINNO-LA-0536,CMP_I_0536,58.51 Lakhs,5851000,Deal Lost,2023-12-31,2024-02-11,PY_LA,42
DEAL_0537,LDGLOB-AF-0537,CMP_G_0537,1.64 Crore,16446000,Deal Won,2025-04-21,2025-05-31,SW_AF,40
DEAL_0538,LDDYNA-EU-0538,CMP_D_0538,3.14 Crore,31412000,Deal Lost,2024-10-05,2024-11-22,FG_EU,48
DEAL_0539,LDFUTU-AF-0539,CMP_F_0539,39.48 Lakhs,3948000,Ongoing - Cold,2025-05-15,,SW_AF,108
DEAL_0540,LDADVA-LA-0540,CMP_A_0540,58.91 Lakhs,5891000,Deal Won,2024-11-25,2025-01-09,QH_LA,44
DEAL_0541,LDFUTU-APAC-0541,CMP_F_0541,95.05 Lakhs,9505000,Ongoing - Cold,2024-11-28,,LS_APAC,276
DEAL_0542,LDCREA-AF-0542,CMP_C_0542,67.88 Lakhs,6788000,Deal Lost,2025-01-25,2025-03-06,TB_AF,40
DEAL_0543,LDFUTU-NA-0543,CMP_F_0543,42.30 Lakhs,4230000,Deal Lost,2024-01-17,2024-03-15,CL_NA,57
DEAL_0544,LDDYNA-APAC-0544,CMP_D_0544,44.12 Lakhs,4412000,Ongoing - Cold,2024-06-12,,MT_APAC,446
DEAL_0545,LDSTRA-EU-0545,CMP_S_0545,88.43 Lakhs,8843000,Deal Won,2025-03-14,2025-04-28,HB_EU,45
DEAL_0546,LDINNO-NA-0546,CMP_I_0546,1.17 Crore,11662000,Deal Lost,2025-02-10,2025-03-22,BJ_NA,40
DEAL_0547,LDGLOB-EU-0547,CMP_G_0547,42.73 Lakhs,4273000,Deal Lost,2024-01-18,2024-02-27,HB_EU,40
DEAL_0548,LDCREA-NA-0548,CMP_C_0548,3.77 Crore,37663000,Deal Won,2024-03-11,2024-04-20,CL_NA,40
DEAL_0549,LDGLOB-NA-0549,CMP_G_0549,24.02 Lakhs,2402000,Deal Lost,2024-03-28,2024-05-07,DK_NA,40
DEAL_0550,LDADVA-APAC-0550,CMP_A_0550,44.42 Lakhs,4442000,Ongoing - Cold,2024-09-17,,KM_APAC,348
DEAL_0551,LDSTRA-ME-0551,CMP_S_0551,31.21 Lakhs,3121000,Ongoing - Cold,2024-09-17,,OC_ME,349
DEAL_0552,LDGLOB-EU-0552,CMP_G_0552,30.19 Lakhs,3019000,Deal Lost,2025-06-07,2025-07-18,FG_EU,41
DEAL_0553,LDINNO-NA-0553,CMP_I_0553,45.21 Lakhs,4521000,Ongoing - Cold,2024-07-13,,AS_NA,414
DEAL_0554,LDSTRA-ME-0554,CMP_S_0554,3.16 Crore,31556000,Ongoing - Cold,2024-01-26,,OC_ME,584
DEAL_0555,LDDYNA-LA-0555,CMP_D_0555,62.73 Lakhs,6273000,Deal Lost,2024-07-02,2024-08-21,RA_LA,50
DEAL_0556,LDGLOB-NA-0556,CMP_G_0556,3.80 Crore,37964000,Deal Lost,2024-02-01,2024-04-01,CL_NA,59
DEAL_0557,LDADVA-EU-0557,CMP_A_0557,2.84 Crore,28432000,Deal Lost,2025-02-20,2025-04-01,EB_EU,40
DEAL_0558,LDINNO-EU-0558,CMP_I_0558,1.59 Crore,15855000,Deal Won,2025-06-24,2025-08-03,EB_EU,40
DEAL_0559,LDLEAD-NA-0559,CMP_L_0559,24.32 Lakhs,2432000,Deal Lost,2023-11-28,2024-01-24,BJ_NA,56
DEAL_0560,LDFUTU-EU-0560,CMP_F_0560,32.77 Lakhs,3277000,Deal Won,2025-08-21,2025-10-05,EB_EU,44
DEAL_0561,LDGLOB-EU-0561,CMP_G_0561,84.51 Lakhs,8451000,Deal Lost,2024-12-30,2025-02-08,GW_EU,40
DEAL_0562,LDFUTU-NA-0562,CMP_F_0562,3.35 Crore,33505000,Ongoing - Cold,2024-04-14,,CL_NA,504
DEAL_0563,LDINNO-ME-0563,CMP_I_0563,96.28 Lakhs,9628000,Deal Won,2024-09-15,2024-10-25,NA_ME,40
DEAL_0564,LDGLOB-NA-0564,CMP_G_0564,22.52 Lakhs,2252000,Ongoing - Cold,2024-04-20,,CL_NA,498
DEAL_0565,LDGLOB-APAC-0565,CMP_G_0565,67.18 Lakhs,6718000,Ongoing - Cold,2024-04-21,,KM_APAC,497
DEAL_0566,LDLEAD-LA-0566,CMP_L_0566,3.76 Crore,37628000,Deal Lost,2024-02-19,2024-03-30,RA_LA,40
DEAL_0567,LDCREA-APAC-0567,CMP_C_0567,84.98 Lakhs,8498000,Deal Lost,2025-05-28,2025-07-07,MT_APAC,40
DEAL_0568,LDLEAD-EU-0568,CMP_L_0568,85.15 Lakhs,8515000,Deal Won,2024-06-22,2024-08-01,HB_EU,40
DEAL_0569,LDGLOB-EU-0569,CMP_G_0569,23.23 Lakhs,2323000,Deal Lost,2023-10-06,2023-11-30,EB_EU,55
DEAL_0570,LDADVA-NA-0570,CMP_A_0570,99.95 Lakhs,9995000,Deal Won,2024-10-09,2024-11-18,CL_NA,40
DEAL_0571,LDCREA-LA-0571,CMP_C_0571,55.64 Lakhs,5564000,Ongoing - Cold,2024-02-03,,PY_LA,575
DEAL_0572,LDLEAD-ME-0572,CMP_L_0572,63.67 Lakhs,6367000,Deal Won,2025-08-21,2025-09-30,OC_ME,40
DEAL_0573,LDFUTU-EU-0573,CMP_F_0573,2.00 Crore,19981000,Deal Won,2025-07-30,2025-09-08,EB_EU,40
DEAL_0574,LDGLOB-NA-0574,CMP_G_0574,75.52 Lakhs,7552000,Deal Won,2024-01-20,2024-03-09,CL_NA,48
DEAL_0575,LDADVA-NA-0575,CMP_A_0575,56.70 Lakhs,5670000,Deal Won,2025-04-11,2025-05-21,DK_NA,40
DEAL_0576,LDLEAD-APAC-0576,CMP_L_0576,30.24 Lakhs,3024000,Ongoing - Cold,2023-11-15,,JL_APAC,656
DEAL_0577,LDCREA-APAC-0577,CMP_C_0577,2.57 Crore,25664000,Ongoing - Cold,2024-07-14,,IG_APAC,413
DEAL_0578,LDCREA-EU-0578,CMP_C_0578,43.24 Lakhs,4324000,Deal Lost,2024-09-26,2024-11-15,GW_EU,50
DEAL_0579,LDCREA-ME-0579,CMP_C_0579,4.09 Crore,40936000,Deal Lost,2025-05-17,2025-06-26,OC_ME,40
DEAL_0580,LDINNO-APAC-0580,CMP_I_0580,1.58 Crore,15806000,Deal Won,2023-12-29,2024-02-28,KM_APAC,61
DEAL_0581,LDSTRA-APAC-0581,CMP_S_0581,78.34 Lakhs,7834000,Ongoing - Cold,2024-06-15,,KM_APAC,442
DEAL_0582,LDGLOB-APAC-0582,CMP_G_0582,43.41 Lakhs,4341000,Deal Lost,2023-10-29,2023-12-08,JL_APAC,40
DEAL_0583,LDLEAD-EU-0583,CMP_L_0583,1.28 Crore,12751000,Deal Lost,2025-04-24,2025-06-03,GW_EU,40
DEAL_0584,LDINNO-LA-0584,CMP_I_0584,3.73 Crore,37286000,Ongoing - Cold,2025-07-02,,RA_LA,61
DEAL_0585,LDFUTU-EU-0585,CMP_F_0585,48.71 Lakhs,4871000,Deal Lost,2024-11-28,2025-01-07,EB_EU,40
DEAL_0586,LDGLOB-ME-0586,CMP_G_0586,54.02 Lakhs,5402000,Deal Won,2024-06-05,2024-07-15,NA_ME,40
DEAL_0587,LDDYNA-NA-0587,CMP_D_0587,26.07 Lakhs,2607000,Deal Lost,2024-05-01,2024-06-10,DK_NA,40
DEAL_0588,LDADVA-LA-0588,CMP_A_0588,99.42 Lakhs,9942000,Ongoing - Cold,2024-05-23,,PY_LA,465
DEAL_0589,LDFUTU-EU-0589,CMP_F_0589,2.09 Crore,20884000,Ongoing - Cold,2025-05-22,,HB_EU,101
DEAL_0590,LDSTRA-APAC-0590,CMP_S_0590,4.56 Crore,45556000,Deal Lost,2024-06-10,2024-07-24,LS_APAC,43
DEAL_0591,LDFUTU-EU-0591,CMP_F_0591,98.78 Lakhs,9878000,Ongoing - Cold,2024-10-24,,FG_EU,312
DEAL_0592,LDGLOB-NA-0592,CMP_G_0592,97.36 Lakhs,9736000,Deal Lost,2024-12-17,2025-02-08,AS_NA,52
DEAL_0593,LDLEAD-ME-0593,CMP_L_0593,94.49 Lakhs,9449000,Ongoing - Cold,2024-09-28,,OC_ME,338
DEAL_0594,LDCREA-LA-0594,CMP_C_0594,22.70 Lakhs,2270000,Deal Won,2025-04-06,2025-05-16,QH_LA,40
DEAL_0595,LDSTRA-APAC-0595,CMP_S_0595,36.62 Lakhs,3662000,Deal Lost,2025-03-23,2025-05-02,MT_APAC,40
DEAL_0596,LDINNO-ME-0596,CMP_I_0596,58.16 Lakhs,5816000,Ongoing - Cold,2025-05-20,,OC_ME,103
DEAL_0597,LDGLOB-EU-0597,CMP_G_0597,55.29 Lakhs,5529000,Deal Lost,2025-06-25,2025-08-04,FG_EU,40
DEAL_0598,LDDYNA-EU-0598,CMP_D_0598,83.09 Lakhs,8309000,Ongoing - Cold,2025-05-15,,FG_EU,108
DEAL_0599,LDADVA-AF-0599,CMP_A_0599,69.12 Lakhs,6912000,Deal Won,2024-10-15,2024-12-03,SW_AF,49
DEAL_0600,LDCREA-NA-0600,CMP_C_0600,2.36 Crore,23571000,Deal Lost,2024-06-26,2024-08-05,AS_NA,40
DEAL_0601,LDINNO-LA-0601,CMP_I_0601,22.96 Lakhs,2296000,Ongoing - Cold,2024-12-10,,PY_LA,265
DEAL_0602,LDCREA-EU-0602,CMP_C_0602,70.02 Lakhs,7002000,Deal Won,2025-04-07,2025-05-22,GW_EU,45
DEAL_0603,LDDYNA-APAC-0603,CMP_D_0603,2.54 Crore,25381000,Deal Lost,2024-05-15,2024-07-12,LS_APAC,58
DEAL_0604,LDGLOB-AF-0604,CMP_G_0604,93.63 Lakhs,9363000,Deal Won,2024-04-21,2024-05-31,SW_AF,40
DEAL_0605,LDLEAD-ME-0605,CMP_L_0605,2.73 Crore,27340000,Deal Lost,2024-07-29,2024-09-07,OC_ME,40
DEAL_0606,LDCREA-APAC-0606,CMP_C_0606,1.96 Crore,19562000,Deal Lost,2024-07-21,2024-08-30,LS_APAC,40
DEAL_0607,LDCREA-APAC-0607,CMP_C_0607,49.41 Lakhs,4941000,Deal Won,2023-10-04,2023-11-13,KM_APAC,40
DEAL_0608,LDINNO-APAC-0608,CMP_I_0608,4.58 Crore,45797000,Deal Lost,2024-06-21,2024-07-31,KM_APAC,40
DEAL_0609,LDCREA-APAC-0609,CMP_C_0609,48.62 Lakhs,4862000,Deal Lost,2025-06-12,2025-07-25,JL_APAC,42
DEAL_0610,LDDYNA-EU-0610,CMP_D_0610,55.20 Lakhs,5520000,Deal Won,2024-03-21,2024-04-30,FG_EU,40
DEAL_0611,LDFUTU-EU-0611,CMP_F_0611,2.78 Crore,27793000,Deal Lost,2024-03-19,2024-04-28,EB_EU,40
DEAL_0612,LDSTRA-NA-0612,CMP_S_0612,42.56 Lakhs,4256000,Deal Won,2023-12-25,2024-02-03,DK_NA,40
DEAL_0613,LDLEAD-NA-0613,CMP_L_0613,71.21 Lakhs,7121000,Deal Lost,2024-09-06,2024-10-20,DK_NA,44
DEAL_0614,LDINNO-LA-0614,CMP_I_0614,4.55 Crore,45515000,Deal Lost,2024-03-23,2024-05-02,QH_LA,40
DEAL_0615,LDFUTU-EU-0615,CMP_F_0615,1.57 Crore,15745000,Ongoing - Cold,2024-11-14,,GW_EU,291
DEAL_0616,LDINNO-LA-0616,CMP_I_0616,45.01 Lakhs,4501000,Deal Won,2025-08-08,2025-09-23,PY_LA,45
DEAL_0617,LDSTRA-EU-0617,CMP_S_0617,1.78 Crore,17775000,Ongoing - Cold,2025-03-25,,EB_EU,159
DEAL_0618,LDCREA-EU-0618,CMP_C_0618,2.77 Crore,27742000,Ongoing - Cold,2023-12-24,,EB_EU,616
DEAL_0619,LDINNO-NA-0619,CMP_I_0619,3.42 Crore,34192000,Ongoing - Cold,2024-07-24,,AS_NA,403
DEAL_0620,LDGLOB-EU-0620,CMP_G_0620,56.15 Lakhs,5615000,Deal Won,2025-08-29,2025-10-26,HB_EU,58
DEAL_0621,LDLEAD-APAC-0621,CMP_L_0621,77.15 Lakhs,7715000,Ongoing - Cold,2024-07-24,,JL_APAC,404
DEAL_0622,LDGLOB-APAC-0622,CMP_G_0622,53.57 Lakhs,5357000,Deal Lost,2024-05-31,2024-07-10,LS_APAC,40
DEAL_0623,LDDYNA-EU-0623,CMP_D_0623,81.73 Lakhs,8173000,Ongoing - Cold,2024-12-07,,HB_EU,268
DEAL_0624,LDSTRA-ME-0624,CMP_S_0624,2.78 Crore,27797000,Ongoing - Cold,2025-03-20,,OC_ME,164
DEAL_0625,LDGLOB-APAC-0625,CMP_G_0625,36.90 Lakhs,3690000,Deal Lost,2024-06-08,2024-07-18,LS_APAC,40
DEAL_0626,LDGLOB-NA-0626,CMP_G_0626,66.38 Lakhs,6638000,Deal Lost,2024-07-09,2024-08-18,CL_NA,40
DEAL_0627,LDFUTU-APAC-0627,CMP_F_0627,73.87 Lakhs,7387000,Deal Lost,2024-04-18,2024-05-28,LS_APAC,40
DEAL_0628,LDDYNA-NA-0628,CMP_D_0628,76.79 Lakhs,7679000,Deal Won,2025-07-25,2025-09-03,AS_NA,40
DEAL_0629,LDSTRA-EU-0629,CMP_S_0629,67.75 Lakhs,6775000,Deal Won,2023-09-09,2023-10-19,EB_EU,40
DEAL_0630,LDDYNA-LA-0630,CMP_D_0630,57.34 Lakhs,5734000,Deal Won,2023-12-02,2024-01-22,RA_LA,51
DEAL_0631,LDADVA-APAC-0631,CMP_A_0631,3.87 Crore,38731000,Ongoing - Cold,2024-05-14,,JL_APAC,474
DEAL_0632,LDDYNA-NA-0632,CMP_D_0632,27.49 Lakhs,2749000,Deal Lost,2023-11-12,2023-12-22,CL_NA,40
DEAL_0633,LDCREA-NA-0633,CMP_C_0633,1.20 Crore,11985000,Deal Lost,2025-04-24,2025-06-03,BJ_NA,40
DEAL_0634,LDADVA-APAC-0634,CMP_A_0634,93.35 Lakhs,9335000,Deal Won,2025-01-15,2025-03-17,JL_APAC,61
DEAL_0635,LDFUTU-ME-0635,CMP_F_0635,2.40 Crore,24014000,Deal Won,2025-02-13,2025-04-07,OC_ME,53
DEAL_0636,LDCREA-LA-0636,CMP_C_0636,33.01 Lakhs,3301000,Ongoing - Cold,2024-08-06,,PY_LA,391
DEAL_0637,LDDYNA-APAC-0637,CMP_D_0637,79.81 Lakhs,7981000,Deal Won,2024-07-11,2024-08-20,JL_APAC,40
DEAL_0638,LDINNO-NA-0638,CMP_I_0638,43.60 Lakhs,4360000,Deal Won,2023-12-18,2024-01-27,CL_NA,40
DEAL_0639,LDGLOB-NA-0639,CMP_G_0639,54.51 Lakhs,5451000,Deal Lost,2025-08-12,2025-09-21,AS_NA,40
DEAL_0640,LDINNO-EU-0640,CMP_I_0640,42.59 Lakhs,4259000,Deal Won,2025-06-20,2025-07-30,GW_EU,40
DEAL_0641,LDGLOB-APAC-0641,CMP_G_0641,46.49 Lakhs,4649000,Ongoing - Cold,2023-12-31,,IG_APAC,609
DEAL_0642,LDDYNA-LA-0642,CMP_D_0642,65.28 Lakhs,6528000,Deal Lost,2024-07-09,2024-08-23,RA_LA,44
DEAL_0643,LDDYNA-APAC-0643,CMP_D_0643,3.47 Crore,34704000,Deal Won,2025-03-26,2025-05-17,MT_APAC,52
DEAL_0644,LDGLOB-LA-0644,CMP_G_0644,2.99 Crore,29853000,Deal Won,2025-07-01,2025-08-10,QH_LA,40
DEAL_0645,LDDYNA-EU-0645,CMP_D_0645,64.03 Lakhs,6403000,Ongoing - Cold,2023-09-10,,GW_EU,721
DEAL_0646,LDDYNA-AF-0646,CMP_D_0646,84.28 Lakhs,8428000,Ongoing - Cold,2024-08-21,,TB_AF,375
DEAL_0647,LDADVA-NA-0647,CMP_A_0647,43.43 Lakhs,4343000,Ongoing - Cold,2024-12-07,,AS_NA,267
DEAL_0648,LDSTRA-EU-0648,CMP_S_0648,3.13 Crore,31286000,Deal Lost,2024-02-27,2024-04-07,HB_EU,40
DEAL_0649,LDINNO-LA-0649,CMP_I_0649,2.65 Crore,26468000,Ongoing - Cold,2023-10-23,,RA_LA,679
DEAL_0650,LDDYNA-NA-0650,CMP_D_0650,92.10 Lakhs,9210000,Ongoing - Active,2025-07-12,,CL_NA,50
DEAL_0651,LDGLOB-EU-0651,CMP_G_0651,42.59 Lakhs,4259000,Deal Won,2024-03-06,2024-04-15,HB_EU,40
DEAL_0652,LDLEAD-AF-0652,CMP_L_0652,2.18 Crore,21841000,Deal Won,2024-03-26,2024-05-05,TB_AF,40
DEAL_0653,LDADVA-ME-0653,CMP_A_0653,25.36 Lakhs,2536000,Deal Won,2023-12-29,2024-02-07,OC_ME,40
DEAL_0654,LDINNO-AF-0654,CMP_I_0654,48.23 Lakhs,4823000,Deal Lost,2023-09-24,2023-11-03,TB_AF,40
DEAL_0655,LDADVA-ME-0655,CMP_A_0655,67.06 Lakhs,6706000,Deal Lost,2025-06-30,2025-08-09,NA_ME,40
DEAL_0656,LDGLOB-NA-0656,CMP_G_0656,1.18 Crore,11814000,Deal Lost,2024-11-04,2024-12-14,CL_NA,40
DEAL_0657,LDCREA-APAC-0657,CMP_C_0657,74.83 Lakhs,7483000,Deal Won,2024-05-24,2024-07-03,IG_APAC,40
DEAL_0658,LDCREA-AF-0658,CMP_C_0658,57.57 Lakhs,5757000,Ongoing - Cold,2023-11-17,,SW_AF,653
DEAL_0659,LDCREA-EU-0659,CMP_C_0659,31.81 Lakhs,3181000,Deal Won,2025-05-28,2025-07-20,EB_EU,53
DEAL_0660,LDFUTU-NA-0660,CMP_F_0660,28.74 Lakhs,2874000,Deal Won,2024-01-17,2024-02-26,CL_NA,40
DEAL_0661,LDINNO-EU-0661,CMP_I_0661,4.27 Crore,42701000,Deal Lost,2024-05-11,2024-06-28,HB_EU,47
DEAL_0662,LDSTRA-LA-0662,CMP_S_0662,39.40 Lakhs,3940000,Deal Won,2024-06-13,2024-07-23,PY_LA,40
DEAL_0663,LDFUTU-NA-0663,CMP_F_0663,74.53 Lakhs,7453000,Ongoing - Cold,2024-03-02,,BJ_NA,547
DEAL_0664,LDDYNA-AF-0664,CMP_D_0664,62.83 Lakhs,6283000,Deal Won,2024-05-04,2024-06-13,TB_AF,40
DEAL_0665,LDADVA-APAC-0665,CMP_A_0665,24.79 Lakhs,2479000,Deal Lost,2025-06-09,2025-07-19,JL_APAC,40
DEAL_0666,LDLEAD-LA-0666,CMP_L_0666,51.63 Lakhs,5163000,Deal Lost,2023-12-11,2024-02-08,PY_LA,59
DEAL_0667,LDLEAD-AF-0667,CMP_L_0667,58.87 Lakhs,5887000,Deal Won,2024-11-17,2025-01-16,TB_AF,59
DEAL_0668,LDGLOB-LA-0668,CMP_G_0668,2.89 Crore,28902000,Ongoing - Cold,2025-05-15,,QH_LA,108
DEAL_0669,LDSTRA-NA-0669,CMP_S_0669,3.14 Crore,31382000,Deal Lost,2025-06-28,2025-08-11,DK_NA,43
DEAL_0670,LDADVA-ME-0670,CMP_A_0670,53.08 Lakhs,5308000,Deal Lost,2024-05-07,2024-06-21,OC_ME,45
DEAL_0671,LDDYNA-ME-0671,CMP_D_0671,41.30 Lakhs,4130000,Deal Won,2025-07-16,2025-08-25,OC_ME,40
DEAL_0672,LDDYNA-APAC-0672,CMP_D_0672,49.00 Lakhs,4900000,Deal Lost,2024-02-12,2024-03-23,LS_APAC,40
DEAL_0673,LDDYNA-APAC-0673,CMP_D_0673,94.06 Lakhs,9406000,Deal Lost,2024-03-14,2024-04-23,JL_APAC,40
DEAL_0674,LDCREA-NA-0674,CMP_C_0674,50.16 Lakhs,5016000,Deal Lost,2025-07-08,2025-08-18,CL_NA,40
DEAL_0675,LDCREA-NA-0675,CMP_C_0675,58.63 Lakhs,5863000,Ongoing - Cold,2024-05-06,,AS_NA,483
DEAL_0676,LDINNO-ME-0676,CMP_I_0676,45.56 Lakhs,4556000,Deal Lost,2025-06-11,2025-07-21,NA_ME,40
DEAL_0677,LDADVA-LA-0677,CMP_A_0677,21.72 Lakhs,2172000,Deal Lost,2024-03-28,2024-05-07,PY_LA,40
DEAL_0678,LDCREA-LA-0678,CMP_C_0678,81.50 Lakhs,8150000,Deal Won,2025-02-16,2025-03-31,RA_LA,42
DEAL_0679,LDADVA-APAC-0679,CMP_A_0679,2.92 Crore,29160000,Deal Won,2024-01-01,2024-02-12,MT_APAC,41
DEAL_0680,LDADVA-EU-0680,CMP_A_0680,2.43 Crore,24331000,Deal Won,2025-04-12,2025-05-25,GW_EU,43
DEAL_0681,LDGLOB-EU-0681,CMP_G_0681,52.83 Lakhs,5283000,Deal Lost,2024-08-13,2024-09-22,EB_EU,40
DEAL_0682,LDDYNA-NA-0682,CMP_D_0682,47.43 Lakhs,4743000,Deal Won,2025-07-31,2025-09-15,AS_NA,45
DEAL_0683,LDADVA-AF-0683,CMP_A_0683,48.93 Lakhs,4893000,Ongoing - Cold,2023-12-19,,SW_AF,621
DEAL_0684,LDSTRA-EU-0684,CMP_S_0684,79.87 Lakhs,7987000,Deal Lost,2025-03-03,2025-04-12,FG_EU,40
DEAL_0685,LDCREA-NA-0685,CMP_C_0685,31.79 Lakhs,3179000,Deal Won,2025-01-06,2025-03-01,AS_NA,54
DEAL_0686,LDLEAD-EU-0686,CMP_L_0686,43.26 Lakhs,4326000,Deal Won,2024-08-29,2024-10-08,GW_EU,40
DEAL_0687,LDLEAD-EU-0687,CMP_L_0687,3.08 Crore,30767000,Ongoing - Cold,2025-01-03,,FG_EU,241
DEAL_0688,LDADVA-EU-0688,CMP_A_0688,23.49 Lakhs,2349000,Ongoing - Cold,2024-02-09,,FG_EU,569
DEAL_0689,LDFUTU-ME-0689,CMP_F_0689,56.32 Lakhs,5632000,Deal Lost,2023-12-31,2024-02-09,NA_ME,40
DEAL_0690,LDLEAD-APAC-0690,CMP_L_0690,32.96 Lakhs,3296000,Deal Won,2023-12-17,2024-01-26,JL_APAC,40
DEAL_0691,LDLEAD-ME-0691,CMP_L_0691,3.76 Crore,37628000,Ongoing - Cold,2025-01-31,,OC_ME,213
DEAL_0692,LDDYNA-AF-0692,CMP_D_0692,61.75 Lakhs,6175000,Deal Lost,2024-02-22,2024-04-03,SW_AF,41
DEAL_0693,LDSTRA-NA-0693,CMP_S_0693,4.14 Crore,41368000,Deal Lost,2024-12-27,2025-02-05,BJ_NA,40
DEAL_0694,LDCREA-EU-0694,CMP_C_0694,31.29 Lakhs,3129000,Deal Lost,2024-10-10,2024-11-25,FG_EU,45
DEAL_0695,LDCREA-EU-0695,CMP_C_0695,39.79 Lakhs,3979000,Deal Won,2025-04-09,2025-05-30,EB_EU,51
DEAL_0696,LDADVA-NA-0696,CMP_A_0696,34.81 Lakhs,3481000,Ongoing - Cold,2024-07-21,,CL_NA,407
DEAL_0697,LDDYNA-EU-0697,CMP_D_0697,79.74 Lakhs,7974000,Deal Won,2025-05-29,2025-07-23,GW_EU,55
